,elements,temp,conv,comp,filename,flow,support,bet,pressure,selectivity,title
10,KCu,548.0,99.4,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
11,KCu,548.0,98.7,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
12,KCu,473.0,10.0,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
13,KCu,473.0,6.9,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
14,KCu,473.0,35.1,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
15,KCu,473.0,10.3,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
16,Cu,473.0,25.4,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
17,Cu,473.0,12.9,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
18,Cu,473.0,27.3,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
19,Cu,473.0,27.2,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
20,KCu,473.0,35.1,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
21,KCu,473.0,10.3,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
22,KCu,473.0,33.9,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
23,KCu,473.0,16.3,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
24,Cu,473.0,10.0,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
25,Cu,473.0,12.9,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
26,Cu,473.0,25.4,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
27,Cu,473.0,12.9,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
28,KCu,473.0,10.0,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
29,KCu,473.0,6.9,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
30,KCu,473.0,35.1,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
31,KCu,473.0,10.3,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
32,Cu,548.0,61.6,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
33,Cu,548.0,55.2,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
34,Cu,548.0,84.2,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
35,Cu,548.0,81.9,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
36,Cu,473.0,68.0,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
37,Cu,473.0,46.4,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
38,Cu,473.0,71.1,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
39,Cu,473.0,58.8,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
40,Cu,548.0,34.0,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
41,Cu,548.0,25.3,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
42,Cu,548.0,61.6,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
43,Cu,548.0,55.2,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
44,Cu,473.0,28.0,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
45,Cu,473.0,28.6,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
46,Cu,473.0,68.0,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
47,Cu,473.0,46.4,"{'CO': '0.446', 'H2O': '1.784', 'He': '2.23'}",Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material ,100.0|Ncm3/min.,,"['582', 'm2/g']",500|kPa,,Synthesis gas adjustment by low temperature sorption enhanced water-gas shift reaction through a copper-zeolite 13X hybrid material 
0,Cu,373.15,25.0,{'CO': '1.4'},Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis ,,,,,,Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis 
1,Cu,423.15,2.3,{'CO': '1.4'},Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis ,8.0|mL,,,27.2|atm,,Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis 
2,Cu,423.15,5.1,{'CO': '1.4'},Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis ,8.0|mL,,,27.2|atm,,Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis 
3,Cu,423.15,9.3,{'CO': '1.4'},Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis ,8.0|mL,,,27.2|atm,,Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis 
4,Cu,423.15,20.4,{'CO': '1.4'},Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis ,8.0|mL,,,27.2|atm,,Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis 
5,Cu,423.15,45.3,{'CO': '1.4'},Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis ,8.0|mL,,,27.2|atm,,Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis 
6,Cu,423.15,72.1,{'CO': '1.4'},Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis ,8.0|mL,,,27.2|atm,,Spectroscopic characterization of coordination complexes based on dichlorocopper(II) and poly(4-vinylpyridine): Application in catalysis 
